1047,8010
517,5736
403,39
401,3999
392,4048
387,5163
368,3005
362,1394
359,6319
350,4198
341,4453
334,1273
318,2953
316,3387
296,5229
291,7494
285,4042
283,3812
276,1390
264,4857
263,2742
260,1578
256,5950
255,7472
248,4108
248,159
240,281
239,4109
239,150
232,1572
231,154
224,1452
216,7541
214,4697
212,6971
211,946
211,157
206,4342
204,7515
203,7867
200,1970
199,6353
198,2074
190,370
184,7538
184,155
178,3825
175,152
175,1295
174,4233
170,7602
169,5842
168,5087
163,222
161,4344
155,4563
155,3699
153,5638
153,2923
149,5436
149,4343
148,5895
143,4799
143,1196
142,4155
141,43
141,2007
140,5947
136,789
136,7351
136,195
135,5843
134,580
129,3881
129,3416
127,2819
125,6699
124,5333
124,3168
123,5946
122,604
120,7492
120,4341
119,6418
119,151
118,7540
118,6871
115,4562
114,7125
114,7066
114,3871
113,6214
111,59
111,5438
110,788
109,7593
109,58
109,5168
108,5885
107,4611
106,7470
106,6492
106,6322
106,3051
105,3804
104,2814
103,4467
103,4410
103,1724
102,800
102,4110
100,7505
97,7499
97,4683
95,4554
94,2645
94,2644
92,4878
90,8073
90,7483
90,7303
90,6870
89,7169
88,6460
88,5334
88,3536
88,282
88,1629
88,110
87,7060
87,5961
87,36
86,8168
86,7292
85,5960
85,5910
85,5841
85,1743
84,7471
84,6620
84,3805
84,3282
83,7794
83,7141
83,4559
83,3088
83,2482
82,7772
82,2147
81,8016
81,6352
80,5129
80,1263
79,7611
79,2005
78,8125
78,7417
78,6350
78,4103
78,1628
77,2643
76,7493
76,6772
76,3592
75,6490
75,1523
74,689
74,6774
74,2641
74,1484
72,7498
72,5510
72,4409
72,1625
72,153
71,4306
71,2793
69,7605
69,7398
69,5634
69,1932
69,1866
68,7783
68,7023
68,2642
68,1939
67,5992
67,3652
67,2957
66,87
66,7678
66,7426
66,2094
66,1934
65,77
65,6524
65,6344
65,4363
65,1765
64,4392
64,4356
64,4125
64,2906
64,2342
64,123
63,7497
63,2092
63,2052
63,1627
62,7453
62,6422
62,5892
62,4754
62,4330
62,4292
62,2561
61,7120
61,5894
61,4686
60,1729
60,1406
60,1110
59,802
59,783
59,6966
59,5700
59,4446
59,4247
59,4138
59,2938
59,2703
59,139
59,138
59,137
59,1367
58,6775
58,6703
58,3820
58,170
57,5989
57,5942
57,5131
57,5128
57,5026
57,4848
56,7679
56,7450
56,6994
56,6520
56,538
56,2640
56,204
55,7680
55,7495
55,7236
55,1521
54,6470
54,6069
54,5726
54,439
54,4152
53,6522
53,6513
53,5733
53,5732
53,5224
53,2310
53,1419
52,6355
52,5847
52,5231
52,5086
52,5042
52,4362
52,4148
52,3711
52,3278
51,6717
51,3833
51,3677
51,3201
51,2759
50,7951
50,7496
50,4927
50,451
50,4333
50,342
50,3192
50,2919
50,2646
50,2431
50,2337
50,2054
49,864
49,7792
49,5850
49,5714
49,4616
49,4301
49,3995
49,2490
49,1262
48,7124
48,7064
48,5020
48,146
47,7490
47,7469
47,6700
47,4305
47,4302
47,3263
46,7800
46,7654
46,6366
46,5851
46,5729
46,4451
46,3151
46,3098
46,2954
46,2604
46,1282
45,7796
45,7652
45,7620
45,696
45,5943
45,582
45,5434
45,5377
45,3606
45,3
44,6722
44,6705
44,6512
44,6242
44,5416
44,4718
44,4389
44,3312
44,3099
44,1944
44,1902
44,1314
43,84
43,8120
43,7101
43,6706
43,5234
43,4407
43,3844
43,3537
43,2720
43,1867
43,1001
42,7672
42,7416
42,7331
42,7300
42,6702
42,6701
42,6019
42,581
42,335
42,3006
42,2835
42,1762
42,1414
42,1193
41,7486
41,7442
41,740
41,7334
41,6704
41,6627
41,5900
41,5160
41,4360
41,3191
41,289
41,1728
40,7673
40,760
40,7588
40,6844
40,6295
40,5748
40,5739
40,5046
40,4715
40,4403
40,3742
40,3705
40,37
40,1741
39,8088
39,8072
39,7209
39,7207
39,6619
39,6509
39,603
39,5945
39,5437
39,3879
39,3605
39,18
38,7392
38,5785
38,5021
38,4859
38,4434
38,4429
38,4307
38,4251
38,3868
38,2995
37,7891
37,7868
37,5482
37,4277
37,3732
37,3169
37,3155
37,2379
37,1975
37,1190
37,1045
36,6621
36,6491
36,4798
36,386
36,3802
36,3775
36,3484
36,2815
36,2627
36,2152
36,1454
36,1417
35,7599
35,6943
35,6655
35,6021
35,5235
35,5077
35,458
35,3399
35,3378
35,3340
35,2366
35,111
34,772
34,7473
34,7248
34,5795
34,530
34,5232
34,4860
34,4219
34,3687
34,3432
34,3146
34,3082
33,8169
33,7795
33,7683
33,7501
33,6880
33,6869
33,5949
33,5435
33,5023
33,5017
33,4796
33,4596
33,4318
33,3794
33,3773
33,3651
33,3336
33,2332
33,2131
33,156
32,7484
32,7284
32,7100
32,7082
32,683
32,6463
32,6168
32,6145
32,6065
32,5741
32,5167
32,450
32,430
32,4003
32,3729
32,3479
32,304
32,1945
32,1732
32,1686
32,143
32,117
31,7791
31,7604
31,7475
31,7393
31,7118
31,7089
31,6644
31,6433
31,6143
31,6017
31,5940
31,48
31,4408
31,4204
31,3627
31,3546
31,2335
31,2003
31,144
31,1264
30,884
30,825
30,7610
30,7454
30,7020
30,6874
30,6260
30,6205
30,5663
30,5182
30,4543
30,4252
30,4202
30,4134
30,3334
30,2832
30,2810
30,1411
30,1351
29,8163
29,7807
29,7476
29,7088
29,6252
29,6121
29,5512
29,4824
29,4704
29,4586
29,3884
29,3882
29,1734
29,1387
29,114
28,751
28,7205
28,7127
28,6723
28,6721
